,0
19148,543.2432432432421
22407,237.3134328358208
80016,243.18181818181836
85255,256.73076923076945
90640,321.05263157894666
10014,556.3467492260062
29588,244.68085106382946
94087,533.9901477832515
02135,501.7857142857136
95125,465.6249999999993
20904,224.27184466019366
33436,242.1874999999997
11354,483.09859154929643
08873,217.04545454545467
01201,193.9393939393937
97124,268.6046511627902
92563,273.5294117647059
33141,329.62962962962825
29483,263.26530612244903
33578,279.06976744185965
19702,195.5223880597013
06511,233.96226415094299
63301,213.84615384615367
45140,175.34246575342473
02151,408.8235294117654
54601,199.99999999999994
96815,254.8275862068964
30075,226.0273972602739
89147,218.1818181818175
34668,232.49999999999963
98034,381.2499999999996
78209,205.9999999999997
92562,290.27777777777766
02780,265.3333333333332
33324,258.20895522388014
28025,198.30508474576277
59102,177.57009345794344
22192,249.42528735632195
76051,198.7804878048779
83709,258.5714285714287
22201,367.32026143790836
92117,419.4915254237287
30067,225.37313432835825
08527,241.66666666666674
60004,162.69841269841265
17601,188.311688311688
85201,279.9999999999995
33308,314.4444444444448
38654,185.71428571428552
19711,197.22222222222211
27603,165.06024096385542
94806,318.4873949579833
80219,404.7619047619048
94086,538.67403314917
33021,295.08196721311435
92128,351.3513513513513
48066,146.15384615384605
78223,217.3913043478258
91801,391.66666666666805
45040,203.03030303030286
19380,226.19047619047606
94591,302.1978021978024
07728,226.7441860465115
30907,178.1818181818181
91331,390.624999999999
72034,237.209302325581
30144,195.1612903225807
27106,165.07936507936526
23112,216.1290322580644
33023,337.4999999999996
28540,193.61702127659578
32839,237.73584905660306
45424,139.34426229508193
23456,267.79661016949166
97504,221.95121951219488
90042,567.567567567566
27529,165.33333333333331
24060,258.18181818181756
78520,148.88888888888872
29229,209.37499999999974
32137,264.70588235294105
92020,326.2626262626261
34748,229.7872340425533
97206,375.3086419753087
98109,410.88435374149634
94553,384.3137254901959
75068,188.23529411764727
75115,212.24489795918328
33178,248.1012658227843
10466,285.58558558558536
30114,249.01960784313727
84015,252.74725274725247
92882,335.3658536585361
94015,429.34782608695565
78640,193.75
98225,376.4044943820219
85351,215.78947368420987
23225,284.6153846153844
34698,306.8965517241379
92399,301.3698630136977
07055,277.04918032786856
75071,177.33333333333303
22030,273.58490566037676
92201,298.3333333333329
21218,257.142857142857
33312,333.8709677419355
80504,305.33333333333275
30319,274.7252747252748
11374,474.41860465116196
60402,160.95238095238105
65202,164.51612903225814
75093,171.91011235955062
80538,270.1149425287351
78228,224.99999999999974
33418,248.14814814814784
63366,216.66666666666637
33914,273.68421052631516
78045,200.00000000000006
60638,166.38655462184886
93308,225.39682539682525
85326,271.11111111111086
07003,251.04166666666683
38016,138.46153846153868
37043,213.20754716981133
33437,201.26582278480987
19382,218.82352941176472
10036,371.04557640750676
36695,169.090909090909
92805,375.9259259259259
20850,253.84615384615438
07306,547.1428571428573
39503,163.79310344827582
92704,378.7037037037035
95008,481.24999999999966
56001,249.99999999999994
44646,169.81132075471723
99336,336.06557377049126
27606,193.74999999999991
28546,180.76923076923092
79109,220.93023255813927
92056,381.81818181818164
97702,289.41176470588215
97405,259.75609756097543
46032,167.10526315789483
06810,182.65306122448982
78230,191.17647058823545
92071,337.8640776699032
34997,253.12500000000006
75007,220.89552238805902
45069,173.5294117647061
28645,197.560975609756
08021,150.84745762711879
29720,212.82051282051242
27405,130.64516129032242
19146,1533.3333333333326
60639,207.60869565217357
48187,171.76470588235264
32068,246.93877551020393
63303,210.76923076923063
58104,165.85365853658524
95350,298.5714285714283
21206,207.40740740740654
36830,217.3076923076923
96797,241.29353233830827
19145,522.8571428571428
34952,263.9999999999993
77386,187.0370370370368
92509,394.02985074626827
92656,381.6513761467891
92024,432.2834645669297
95624,284.41558441558414
10473,356.6666666666668
92553,369.491525423729
61265,123.52941176470603
22003,274.1379310344829
85374,217.56756756756727
10940,220.0000000000002
79928,177.55102040816277
27526,146.15384615384625
78542,143.1372549019607
75034,161.11111111111117
96720,256.56565656565687
04401,215.09433962264177
89119,214.28571428571445
77407,203.92156862745122
33065,266.666666666666
27616,177.14285714285734
26003,143.3962264150944
80020,252.47524752475235
35758,125.60975609756098
78504,163.63636363636348
30606,224.48979591836738
90006,548.3870967741932
96817,230.12552301255252
44124,134.1772151898733
34221,280.7692307692308
75219,217.11711711711712
78550,182.8571428571425
85205,252.3809523809524
11210,453.38983050847526
45238,139.06250000000014
70816,241.46341463414606
12550,209.21052631578928
19320,180.597014925373
92626,379.33884297520717
92880,294.28571428571433
89129,207.69230769230748
29607,254.38596491228049
92253,266.2650602409634
75080,248.5714285714287
23185,193.24324324324292
85338,237.9310344827584
33810,255.31914893616957
89122,212.50000000000009
85254,301.31578947368416
22554,228.3783783783781
48044,177.9220779220778
55044,241.77215189873328
63116,254.7619047619051
29414,282.6923076923075
29910,189.87341772151854
60073,125.28735632183896
75040,243.3962264150946
20774,203.48837209302292
23188,211.7647058823529
75703,189.47368421052607
78258,173.6111111111113
77042,168.1159420289852
49009,166.6666666666666
27613,194.99999999999977
87109,178.57142857142833
34741,232.69230769230745
90028,601.8018018018001
38017,189.06250000000009
29501,282.8571428571431
60630,192.6229508196719
94115,463.4615384615396
90255,307.1428571428562
95020,307.14285714285745
11434,371.1538461538462
98661,261.6279069767438
21228,237.34939759036104
57106,170.43478260869566
33614,323.80952380952294
91786,349.9999999999995
97223,258.888888888889
75061,241.50943396226387
97501,261.1111111111113
75149,247.91666666666612
65802,163.46153846153842
21207,210.76923076923092
92234,313.3333333333331
17602,182.81249999999997
73072,217.6470588235294
72701,259.1836734693877
75025,150.561797752809
78250,210.90909090909054
27215,163.33333333333343
20744,195.6521739130433
33176,303.0303030303029
78681,194.36619718309862
98125,391.0891089108904
78665,174.64788732394368
80123,280.6451612903225
19147,665.9574468085101
23434,230.7692307692306
30016,180.39215686274486
43235,188.31168831168821
33020,337.70491803278674
19464,163.63636363636357
97301,288.2352941176471
85248,219.75308641975317
28173,191.5492957746479
19149,263.99999999999966
28412,197.10144927536192
93312,226.76056338028167
40324,184.1269841269842
76549,154.90196078431367
55337,225.88235294117644
47401,173.8095238095239
55106,267.7966101694914
12065,203.89610389610394
93003,330.1724137931034
07024,257.4803149606304
60643,172.222222222222
80918,235.29411764705847
96789,250.80213903743305
87112,168.292682926829
90024,428.1081081081073
40214,191.07142857142873
15642,465.51724137930995
47374,118.03278688524574
80012,305.6338028169015
46360,173.21428571428575
11224,393.1034482758613
63031,150.00000000000003
32935,277.08333333333286
11101,1050.0000000000002
57701,201.17647058823516
77063,179.9999999999999
78216,207.936507936508
58201,161.70212765957444
85207,288.52459016393414
92223,274.6031746031746
92057,371.60493827160496
72764,203.84615384615395
76133,236.9565217391298
77081,172.15189873417708
11691,315.6249999999993
14120,194.99999999999994
15237,207.04225352112658
85122,218.74999999999974
19335,206.32911392405015
89502,243.18181818181847
55303,258.9743589743585
33322,247.45762711864398
27360,188.23529411764716
43615,146.15384615384605
07601,235.483870967742
34655,255.76923076923072
33062,307.69230769230774
30032,400.0
29526,239.53488372092986
92708,363.4782608695655
67212,210.71428571428578
10306,323.5772357723571
43207,169.64285714285708
08054,187.99999999999994
37918,227.2727272727276
98003,258.5365853658537
37087,272.54901960784315
73120,225.5319148936168
92103,433.3333333333338
07470,197.41379310344809
85016,365.00000000000006
28262,169.2307692307694
45014,165.15151515151527
85224,274.2424242424242
27615,208.10810810810773
93277,210.00000000000006
32164,399.99999999999943
29651,205.76923076923075
28117,216.90140845070408
32837,241.9354838709678
38111,128.5714285714283
45324,129.85074626865648
63136,84.44444444444444
43232,156.71641791044772
14075,201.58730158730157
93063,314.8148148148151
85375,186.25000000000017
75074,210.93749999999977
20171,273.33333333333405
01844,297.10144927536135
54115,201.63934426229505
65804,192.00000000000003
13760,163.99999999999983
32216,245.8333333333331
33615,317.39130434782555
78247,194.91525423728802
33125,329.2307692307692
75024,146.808510638298
80229,325.33333333333303
12866,301.3513513513508
34744,237.49999999999977
35215,186.4864864864864
60411,101.42857142857136
73071,275.0
37660,190.909090909091
43016,192.20779220779195
80211,597.5308641975301
27612,221.6216216216213
75126,208.62068965517224
91402,402.29885057471193
64118,183.82352941176487
27513,205.06329113924005
30236,147.3684210526313
80526,275.86206896551687
27604,187.1428571428574
98391,278.7499999999998
80014,269.7368421052631
74055,200.00000000000006
96744,306.32183908045965
93720,245.33333333333317
29073,190.19607843137263
48307,178.16091954022954
33612,293.1818181818184
84043,233.33333333333334
94117,521.4285714285718
96003,262.8571428571431
87105,163.88888888888914
28110,208.19672131147553
28806,349.9999999999997
10010,513.6507936507937
28403,264.2857142857142
06492,183.6956521739131
77546,208.7719298245611
85283,283.8709677419354
14150,188.33333333333323
21401,235.5769230769233
17701,221.951219512195
08053,191.9999999999997
75063,186.4197530864198
87507,202.02020202020202
91977,346.7391304347822
76542,162.26415094339626
80537,287.35632183908007
76010,268.181818181818
55113,244.7368421052631
23608,214.54545454545405
35405,157.62711864406802
18103,195.38461538461542
33617,264.44444444444406
55104,316.6666666666665
95207,278.26086956521664
91367,400.9523809523814
95831,285.22727272727246
92346,302.898550724637
98270,269.89247311827955
37221,221.42857142857144
92037,415.42857142857133
94102,503.27102803738234
42301,195.45454545454555
78233,207.54716981132088
24502,206.38297872340425
65201,173.77049180327873
90049,427.35042735042737
98226,331.2499999999993
19103,483.1683168316819
77072,214.99999999999963
10469,313.99999999999994
93436,262.22222222222223
32940,268.965517241379
97330,465.21739130434764
47201,139.47368421052633
27107,174.50980392156873
77008,224.32432432432444
48183,155.12820512820505
32725,266.6666666666664
91406,441.0526315789462
94121,518.9473684210521
10312,317.11711711711615
95616,339.4736842105259
92507,350.68493150684895
60804,183.13253012048162
91706,361.5384615384616
90277,417.64705882352933
44691,166.66666666666669
21044,232.95454545454538
95828,302.9411764705881
92260,256.4705882352942
91744,364.48598130841077
40509,187.69230769230785
91766,360.86956521739086
46226,86.41975308641966
48858,104.85436893203881
53215,183.33333333333317
75023,200.0
30064,198.43749999999991
55112,233.7837837837832
30809,172.88135593220352
33415,297.77777777777726
92404,347.5409836065574
93291,232.81249999999946
43224,170.6896551724137
33442,224.074074074074
92801,369.81132075471606
39401,154.54545454545445
78155,215.51724137931
77406,198.1818181818182
37209,391.3793103448274
48170,180.208333333333
08540,238.59649122807033
98004,486.6666666666662
54703,182.85714285714297
90020,593.8775510204073
37343,201.69491525423751
48111,173.52941176470588
26505,220.33898305084728
92780,371.962616822429
21229,182.97872340425513
33180,215.38461538461524
68516,224.32432432432398
19403,193.58974358974348
15108,201.5151515151514
53703,321.83908045976926
65803,163.265306122449
97006,265.9090909090911
44212,157.3333333333333
52404,194.93670886075898
01970,313.25301204819186
98105,432.28346456692924
92407,334.8484848484847
30309,327.0833333333339
60632,170.52631578947333
85711,215.00000000000009
94611,422.08588957055247
60435,154.79452054794493
30518,208.7719298245611
11758,269.8275862068965
52001,203.77358490566047
32703,247.27272727272674
49424,198.73417721518942
70810,285.1063829787228
85018,458.4615384615386
97202,372.4137931034474
10461,327.35849056603655
30721,146.4285714285713
87108,189.18918918918882
95060,382.91139240506294
26554,251.51515151515142
85365,222.64150943396203
98501,248.10126582278446
08401,168.62745098039193
87123,170.73170731707285
94550,354.615384615385
87110,173.07692307692292
39402,171.15384615384625
77396,193.8775510204077
29576,232.20338983050843
29412,375.92592592592507
44870,139.62264150943406
29615,208.77192982456108
95628,279.5454545454542
77015,218.60465116279008
32259,234.9999999999999
75227,246.51162790697603
10022,403.41614906832365
32708,264.4067796610172
73034,200.0
98118,442.85714285714295
54935,142.8571428571431
48843,201.33333333333277
91405,430.68181818181694
08854,222.58064516129025
85382,222.22222222222197
29687,201.81818181818167
53202,237.77777777777834
85260,256.04395604395575
77089,202.0
77511,233.99999999999972
92324,339.1304347826078
95610,296.2025316455691
37920,265.7142857142853
75006,242.37288135593226
11106,770.4918032786888
90813,485.5421686746979
46350,179.31034482758608
32514,196.07843137254906
14450,163.51351351351343
23602,199.99999999999977
30605,203.92156862745102
32746,243.07692307692318
08757,175.71428571428586
90803,386.1842105263153
16801,441.02564102563997
02895,232.35294117647086
21221,193.24324324324306
96822,215.6133828996282
85719,239.4366197183097
02703,256.47058823529454
49423,227.2727272727274
90503,353.2894736842111
94577,383.73983739837405
20148,260.9195402298843
77040,194.23076923076934
08081,163.4920634920635
92078,323.5849056603771
85209,243.2835820895522
97007,252.27272727272697
83642,257.1428571428575
85044,249.99999999999974
11222,725.1612903225803
07712,275.29411764705907
83686,272.41379310344837
91601,499.0990990990977
18104,198.50746268656715
61554,176.19047619047618
43551,168.18181818181836
54220,180.00000000000009
20772,205.6179775280898
95206,285.07462686567175
14224,190.47619047619045
43204,185.1851851851848
98204,276.66666666666674
40216,189.09090909090918
75248,225.3333333333331
91761,343.37349397590276
63033,144.2622950819672
60506,161.33333333333317
77469,209.61538461538467
36116,102.22222222222203
91762,364.6341463414631
40517,189.99999999999991
94546,378.4615384615389
37076,222.58064516129053
98387,257.5342465753424
61761,164.63414634146326
94118,515.0
85029,259.61538461538424
42240,168.88888888888866
01453,253.521126760563
77388,170.90909090909068
92692,346.8468468468471
92026,321.73913043478217
14609,173.91304347826056
33179,265.99999999999915
98258,284.7826086956517
20902,261.94690265486685
80233,297.6744186046508
95678,297.61904761904776
07104,299.99999999999955
11432,417.741935483871
99205,240.9638554216866
37620,207.49999999999983
78201,241.9999999999996
44111,131.48148148148127
75062,249.09090909090884
24018,228.30188679245268
60201,201.30718954248374
06460,221.05263157894694
98837,217.4603174603172
21043,245.74468085106443
60014,144.5652173913041
94403,489.69072164948517
38115,138.29787234042524
45231,147.4576271186441
98023,257.4999999999998
60126,194.35483870967752
79907,162.22222222222206
23220,378.1818181818176
91702,346.2264150943384
95621,310.66666666666623
76112,245.23809523809476
07052,219.58762886597984
62040,153.65853658536562
02124,551.7241379310339
78028,219.6428571428572
30076,224.2857142857145
85041,293.33333333333263
52302,159.25925925925918
60605,237.90849673202592
75216,264.86486486486484
78046,195.91836734693874
27609,257.142857142857
92129,380.76923076923134
33068,296.5517241379307
28562,201.75438596491207
29803,181.1320754716982
33130,254.09836065573782
18702,109.37500000000017
30324,251.0638297872338
92114,365.59139784946274
60440,170.6666666666664
80011,344.9275362318832
30339,222.72727272727252
32835,229.99999999999986
84041,249.46236559139794
23234,213.9999999999996
78213,219.2982456140347
55416,293.2584269662921
28306,167.27272727272728
33126,286.95652173912976
93906,285.45454545454527
34112,230.88235294117635
30097,205.7971014492749
08724,240.78947368421044
30034,169.5652173913039
91343,378.49462365591415
90003,378.64077669902923
08816,205.1546391752579
90047,389.9999999999995
91770,379.4871794871794
15317,218.74999999999994
76017,212.06896551724134
76039,219.40298507462694
07960,213.70967741935516
90630,347.3684210526314
75214,197.69230769230765
44118,143.10344827586204
59718,233.68421052631564
85206,241.53846153846135
19128,291.93548387096746
44240,157.1428571428574
97756,271.6216216216211
48104,267.9999999999998
63122,238.5542168674695
90018,546.236559139785
32780,264.44444444444406
19460,210.2564102564099
32224,266.66666666666686
38501,214.89361702127653
20003,600.0000000000001
85706,237.49999999999983
96816,301.3888888888891
29621,191.0714285714286
46220,185.86956521739123
47905,214.58333333333343
91942,362.1359223300972
77339,186.7924528301887
55408,384.7457627118645
59101,160.17699115044223
34786,231.9444444444443
90247,379.80769230769215
37115,264.81481481481444
90016,554.8076923076919
93446,345.88235294117675
31061,101.26582278481011
22903,271.60493827160514
34746,214.03508771929793
98277,231.81818181818196
44203,154.54545454545433
30328,224.09638554216858
80210,378.57142857142856
80220,402.85714285714266
84790,235.52631578947367
63026,199.99999999999966
33919,208.95522388059652
65109,116.48351648351654
50613,254.71698113207486
63017,186.5853658536584
07304,547.0588235294122
21220,205.40540540540482
29210,164.5833333333333
83854,312.9629629629624
20008,362.5806451612903
34203,236.0655737704914
18974,215.73033707865144
77024,162.1794871794871
