Zip Code,47697.87193496802
1996-04,0.0
1996-05,0.1511915054548974
1996-06,0.15494052721969198
1996-07,0.08889463902805375
1996-08,0.07946449500465427
1996-09,0.10894006608743324
1996-10,0.17770081543615776
1996-11,0.21240383515392297
1996-12,0.3436386634754021
1997-01,0.5355514734616565
1997-02,0.47926853547038617
1997-03,0.30070094396137725
1997-04,0.3146122495053347
1997-05,0.3105232917059097
1997-06,0.2990818516766276
1997-07,0.26898482366699417
1997-08,0.2820361744515757
1997-09,0.31999874826844066
1997-10,0.377616088100292
1997-11,0.42497324853169965
1997-12,0.5197311758421209
1998-01,0.6794384398876049
1998-02,0.6437673766577465
1998-03,0.5035555569050361
1998-04,0.5154491833718833
1998-05,0.4813603155590212
1998-06,0.48662435035517465
1998-07,0.42044133782026577
1998-08,0.42792533586879317
1998-09,0.43695395493682987
1998-10,0.4788058514081605
1998-11,0.48584946951186997
1998-12,0.5727830261120056
1999-01,0.6687567751482161
1999-02,0.668600060426093
1999-03,0.5206151142204049
1999-04,0.5400559699393771
1999-05,0.5079466325873753
1999-06,0.5183142665872303
1999-07,0.47156992696750527
1999-08,0.44774823765224697
1999-09,0.49848139959570725
1999-10,0.5013350755168317
1999-11,0.551410550039988
1999-12,0.6062187851999284
2000-01,0.7244545001716687
2000-02,0.729745614451707
2000-03,0.6039185256951692
2000-04,0.6066696607898474
2000-05,0.5628508067678751
2000-06,0.5471560310283655
2000-07,0.5060090058578072
2000-08,0.48314461556126354
2000-09,0.4981577188958822
2000-10,0.5164044149418411
2000-11,0.5491725983925451
2000-12,0.5782241058852037
2001-01,0.6324375194189182
2001-02,0.6823490558726769
2001-03,0.594554052479111
2001-04,0.5790539541999248
2001-05,0.5342376741067827
2001-06,0.5183812604030397
2001-07,0.46465657069564925
2001-08,0.4337784028650082
2001-09,0.4507125949792621
2001-10,0.4774877672070743
2001-11,0.483179983546257
2001-12,0.5339812969030618
2002-01,0.5778648911391389
2002-02,0.6448727023101052
2002-03,0.5941003322804331
2002-04,0.5740126504393621
2002-05,0.5493744353372837
2002-06,0.533181258493373
2002-07,0.4894192506194037
2002-08,0.4778348680674403
2002-09,0.5090868682348009
2002-10,0.5198062383009253
2002-11,0.6330153695783329
2002-12,0.7080953436951433
2003-01,0.6247110569857587
2003-02,0.6290353612402121
2003-03,0.561365870087614
2003-04,0.5917110409423291
2003-05,0.5995433926160899
2003-06,0.6264751081779417
2003-07,0.6198963792300868
2003-08,0.637835105549882
2003-09,0.6437768327959216
2003-10,0.6640425921550057
2003-11,0.6401339196648167
2003-12,0.6254793680451801
2004-01,0.6604787069269215
2004-02,0.7235626766661157
2004-03,0.7911589881938342
2004-04,0.831025190424937
2004-05,0.8880978852522501
2004-06,0.943985074975205
2004-07,0.9688040289598896
2004-08,0.9704166748364
2004-09,0.992924798601235
2004-10,0.9897011726923144
2004-11,0.9551491176911786
2004-12,0.9468229793641181
2005-01,0.9250073680311289
2005-02,0.8831789754665865
2005-03,0.8513502086630302
2005-04,0.8650605242677238
2005-05,0.8549172297211257
2005-06,0.8598055867024644
2005-07,0.8462539379256799
2005-08,0.8094578756881957
2005-09,0.7683474734339023
2005-10,0.7139648674106437
2005-11,0.645261965795743
2005-12,0.5592093740886273
2006-01,0.5175489423244337
2006-02,0.4951027822010956
2006-03,0.4845532750881623
2006-04,0.48408017610170395
2006-05,0.4144452556240006
2006-06,0.35466130748862973
2006-07,0.3061568221300293
2006-08,0.23313180574943887
2006-09,0.16868592561357693
2006-10,0.11496953243109011
2006-11,0.07007386021569752
2006-12,0.060151575781540616
2007-01,0.07476948257925214
2007-02,0.061431392496101876
2007-03,0.04600199211863976
2007-04,-0.005869292654927868
2007-05,-0.0832430550855995
2007-06,-0.14907482156032237
2007-07,-0.1952325031877624
2007-08,-0.24865732653789474
2007-09,-0.28271478552592705
2007-10,-0.3257981551643189
2007-11,-0.3774305709591152
2007-12,-0.4366657845828254
2008-01,-0.4789994305546434
2008-02,-0.5260981005459746
2008-03,-0.5652923346470463
2008-04,-0.6589767035748011
2008-05,-0.7280230418197795
2008-06,-0.7897220022717331
2008-07,-0.7807227694879404
2008-08,-0.7592369528015617
2008-09,-0.6610415587260843
2008-10,-0.6659262633987982
2008-11,-0.639811690776661
2008-12,-0.6155262176105464
2009-01,-0.5866170864311286
2009-02,-0.5803924898107821
2009-03,-0.6309212581364598
2009-04,-0.7079333301843385
2009-05,-0.7777972295913976
2009-06,-0.8108667740731065
2009-07,-0.7080719487626078
2009-08,-0.4909018639737999
2009-09,-0.4002277163046604
2009-10,-0.26088610535876056
2009-11,-0.16941449985571944
2009-12,0.025923110912659458
2010-01,0.027527592040370315
2010-02,0.029667316768194462
2010-03,-0.15176302710381342
2010-04,-0.18123267183852926
2010-05,-0.09069302588800518
2010-06,-0.05953506450267506
2010-07,-0.26215518778980296
2010-08,-0.3693047525598561
2010-09,-0.45864021046630116
2010-10,-0.49097697072315016
2010-11,-0.5350388206815934
2010-12,-0.6355205524986738
2011-01,-0.635797460456279
2011-02,-0.6158741568543549
2011-03,-0.550037530751207
2011-04,-0.48733798908750164
2011-05,-0.4106871059544113
2011-06,-0.3999959427311609
2011-07,-0.35665898055311895
2011-08,-0.2739791515133706
2011-09,-0.2353064094163894
2011-10,-0.21166612977492658
2011-11,-0.1628882942964496
2011-12,-0.1488724404482014
2012-01,-0.1051418509203382
2012-02,-0.08123936125893562
2012-03,0.015126737104636934
2012-04,0.12468682262681414
2012-05,0.1944854625064112
2012-06,0.2182307221105031
2012-07,0.2346329204420095
